-1	\N
0	en
1	ru
2	tr
3	bg
4	fr
5	ca
6	qbn
7	fa
8	yue
9	sv
10	cs
11	he
12	hi
13	hr
14	cmn
15	es
16	pt
17	sr
18	bs
19	sl
20	sk
21	te
22	tl
23	ta
24	qbp
25	ur
26	de
27	nl
28	la
29	af
30	ar
31	cy
32	eu
33	gl
34	ka
