-1	\N
0	Mystery
1	Thriller
2	Action
3	Adventure
4	Western
5	Drama
6	Romance
7	Crime
8	Comedy
9	Documentary
10	History
11	News
12	Biography
13	Fantasy
14	War
15	Animation
16	Family
17	Musical
18	Film-Noir
19	Horror
20	Sci-Fi
21	Music
22	Short
23	Sport
24	Adult
25	Talk-Show
26	Reality-TV
27	Game-Show
